Source;Target;weight
Aemon-Targaryen-(Maester-Aemon);Dareon;5
Aemon-Targaryen-(Maester-Aemon);Denys-Mallister;4
Aemon-Targaryen-(Maester-Aemon);Donal-Noye;11
Aemon-Targaryen-(Maester-Aemon);Eddison-Tollett;3
Aemon-Targaryen-(Maester-Aemon);Gilly;20
Aemon-Targaryen-(Maester-Aemon);Grenn;5
Aemon-Targaryen-(Maester-Aemon);Hobb;3
Aemon-Targaryen-(Maester-Aemon);Janos-Slynt;5
Aemon-Targaryen-(Maester-Aemon);Jeor-Mormont;25
Aemon-Targaryen-(Maester-Aemon);Jon-Snow;110
Aemon-Targaryen-(Maester-Aemon);Maekar-I-Targaryen;3
Aemon-Targaryen-(Maester-Aemon);Mance-Rayder;5
Aemon-Targaryen-(Maester-Aemon);Owen;3
Aemon-Targaryen-(Maester-Aemon);Pypar;5
Aemon-Targaryen-(Maester-Aemon);Robert-Baratheon;5
Aemon-Targaryen-(Maester-Aemon);Samwell-Tarly;99
Aemon-Targaryen-(Maester-Aemon);Stannis-Baratheon;12
Aemon-Targaryen-(Maester-Aemon);Wynton-Stout;3
Aenys-Frey;Arya-Stark;6
Aenys-Frey;Hosteen-Frey;6
Aenys-Frey;Theon-Greyjoy;3
Aenys-Frey;Wyman-Manderly;4
Aeron-Greyjoy;Asha-Greyjoy;7
Aeron-Greyjoy;Baelor-Blacktyde;4
Aeron-Greyjoy;Balon-Greyjoy;17
Aeron-Greyjoy;Dagmer;5
Aeron-Greyjoy;Dunstan-Drumm;4
Aeron-Greyjoy;Emmond;4
Aeron-Greyjoy;Euron-Greyjoy;27
Aeron-Greyjoy;Gormond-Goodbrother;6
Aeron-Greyjoy;Gorold-Goodbrother;10
Aeron-Greyjoy;Greydon-Goodbrother;4
Aeron-Greyjoy;Meldred-Merlyn;7
Aeron-Greyjoy;Murenmure;11
Aeron-Greyjoy;Rus;5
Aeron-Greyjoy;Theon-Greyjoy;20
Aeron-Greyjoy;Victarion-Greyjoy;20
Aerys-I-Targaryen;Robert-Baratheon;3
Aerys-II-Targaryen;Arthur-Dayne;5
Aerys-II-Targaryen;Barristan-Selmy;4
Aerys-II-Targaryen;Brandon-Stark;4
Aerys-II-Targaryen;Brienne-of-Tarth;3
Aerys-II-Targaryen;Cersei-Lannister;3
Aerys-II-Targaryen;Denys-Darklyn;4
Aerys-II-Targaryen;Eddard-Stark;15
Aerys-II-Targaryen;Elbert-Arryn;3
Aerys-II-Targaryen;Gerold-Hightower;3
Aerys-II-Targaryen;Jaime-Lannister;37
Aerys-II-Targaryen;Joffrey-Baratheon;6
Aerys-II-Targaryen;Jon-Arryn;3
Aerys-II-Targaryen;Owen-Merryweather;3
Aerys-II-Targaryen;Rhaegar-Targaryen;14
Aerys-II-Targaryen;Robert-Baratheon;35
Aerys-II-Targaryen;Rossart;4
Aerys-II-Targaryen;Tyrion-Lannister;9
Aerys-II-Targaryen;Tywin-Lannister;26
Aerys-II-Targaryen;Viserys-Targaryen;3
Aggar;Gariss;3
Aggar;Gelmarr;3
Aggar;Gynir;3
Aggar;Ramsay-Snow;4
Aggo;Barristan-Selmy;3
Aggo;Belwas;3
Aggo;Daario-Naharis;4
Aggo;Daenerys-Targaryen;30
Aggo;Drogo;6
Aggo;Grey-Worm;5
Aggo;Jhogo;26
Aggo;Jorah-Mormont;9
Aggo;Quaro;3
Aggo;Rakharo;23
Alayaya;Bronn;3
Alayaya;Cersei-Lannister;3
Alayaya;Dancy;3
Alayaya;Tyrion-Lannister;7
Albett;Halder;3
Albett;Jon-Snow;5
Albett;Rast;3
Alebelly;Bran-Stark;7
Alebelly;Hayhead;3
Alebelly;Jojen-Reed;6
Alebelly;Mikken;3
Alerie-Hightower;Mace-Tyrell;3
Alerie-Hightower;Margaery-Tyrell;3
Alester-Florent;Axell-Florent;4
Alester-Florent;Cortnay-Penrose;4
Alester-Florent;Davos-Seaworth;14
Alester-Florent;Lamprey;3
Alester-Florent;Renly-Baratheon;3
Alester-Florent;Selyse-Florent;4
Alester-Florent;Stannis-Baratheon;9
Alla-Tyrell;Elinor-Tyrell;13
Alla-Tyrell;Margaery-Tyrell;7
Alla-Tyrell;Megga-Tyrell;16
Alla-Tyrell;Osney-Kettleblack;3
Alla-Tyrell;Sansa-Stark;4
Allar-Deem;Janos-Slynt;3
Allar-Deem;Tyrion-Lannister;4
Allard-Seaworth;Davos-Seaworth;5
Allard-Seaworth;Marya-Seaworth;5
Allard-Seaworth;Stannis-Baratheon;3
Alleras;Armen;5
Alleras;Leo-Tyrell;7
Alleras;Marwyn;3
Alleras;Mollander;7
Alleras;Pate-(novice);8
Alleras;Roone;6
Alleras;Samwell-Tarly;8
Alliser-Thorne;Bowen-Marsh;3
Alliser-Thorne;Grenn;3
Alliser-Thorne;Halder;4
Alliser-Thorne;Janos-Slynt;13
Alliser-Thorne;Jeor-Mormont;13
Alliser-Thorne;Joffrey-Baratheon;4
Alliser-Thorne;Jon-Snow;63
Alliser-Thorne;Mance-Rayder;6
Alliser-Thorne;Pypar;4
Alliser-Thorne;Qhorin-Halfhand;4
Alliser-Thorne;Rast;5
Alliser-Thorne;Samwell-Tarly;12
Alliser-Thorne;Stannis-Baratheon;3
Alliser-Thorne;Tyrion-Lannister;15
Alyn;Eddard-Stark;11
Alyn;Harwin;6
Alyn;Jory-Cassel;8
Alyn;Robert-Baratheon;4
Alyn;Tomard;3
Alys-Arryn;Elys-Waynwood;4
Alys-Arryn;Jon-Arryn;3
Alys-Karstark;Jon-Snow;13
Alys-Karstark;Melisandre;6
Alys-Karstark;Sigorn;5
Alysane-Mormont;Asha-Greyjoy;18
Alysane-Mormont;Justin-Massey;5
Alysane-Mormont;Stannis-Baratheon;5
Amabel;Arya-Stark;6
Amabel;Harra;4
Amerei-Frey;Jaime-Lannister;6
Amerei-Frey;Lancel-Lannister;10
Amerei-Frey;Lyle-Crakehall;4
Amory-Lorch;Arya-Stark;9
Amory-Lorch;Cersei-Lannister;4
Amory-Lorch;Chiswyck;4
Amory-Lorch;Dunsen;3
Amory-Lorch;Gendry;3
Amory-Lorch;Gregor-Clegane;10
Amory-Lorch;Hot-Pie;3
Amory-Lorch;Ilyn-Payne;4
Amory-Lorch;Jaime-Lannister;3
Amory-Lorch;Joffrey-Baratheon;7
Amory-Lorch;Meryn-Trant;5
Amory-Lorch;Oberyn-Martell;6
Amory-Lorch;Polliver;3
Amory-Lorch;Rafford;5
Amory-Lorch;Roose-Bolton;3
Amory-Lorch;Sandor-Clegane;5
Amory-Lorch;Tickler;5
Amory-Lorch;Tywin-Lannister;8
Amory-Lorch;Vargo-Hoat;10
Amory-Lorch;Yoren;5
Anders-Yronwood;Oberyn-Martell;3
Anders-Yronwood;Quentyn-Martell;4
Andrew-Estermont;Davos-Seaworth;4
Andrew-Estermont;Edric-Storm;4
Andrew-Estermont;Gerald-Gower;3
Andrey-Dalt;Arianne-Martell;10
Andrey-Dalt;Garin-(orphan);11
Andrey-Dalt;Myrcella-Baratheon;4
Andrey-Dalt;Sylva-Santagar;8
Andrey-Dalt;Tyene-Sand;4
Anguy;Arya-Stark;15
Anguy;Beric-Dondarrion;4
Anguy;Greenbeard;9
Anguy;Harwin;7
Anguy;Husband;3
Anguy;Lem;22
Anguy;Sandor-Clegane;3
Anguy;Sharna;6
Anguy;Tom-of-Sevenstreams;12
Anya-Waynwood;Benedar-Belmore;4
Anya-Waynwood;Gilwood-Hunter;6
Anya-Waynwood;Harrold-Hardyng;6
Anya-Waynwood;Horton-Redfort;7
Anya-Waynwood;Petyr-Baelish;10
Anya-Waynwood;Symond-Templeton;6
Anya-Waynwood;Yohn-Royce;5
Archibald-Yronwood;Cletus-Yronwood;5
Archibald-Yronwood;Gerris-Drinkwater;13
Archibald-Yronwood;Quentyn-Martell;21
Archibald-Yronwood;Tattered-Prince;4
Ardrian-Celtigar;Monford-Velaryon;5
Areo-Hotah;Arianne-Martell;28
Areo-Hotah;Arys-Oakheart;11
Areo-Hotah;Balon-Swann;4
Areo-Hotah;Caleotte;7
Areo-Hotah;Doran-Martell;44
Areo-Hotah;Ellaria-Sand;3
Areo-Hotah;Myrcella-Baratheon;5
Areo-Hotah;Obara-Sand;13
Areo-Hotah;Oberyn-Martell;3
Arianne-Martell;Arys-Oakheart;19
Arianne-Martell;Balon-Swann;5
Arianne-Martell;Cedra;8
Arianne-Martell;Doran-Martell;26
Arianne-Martell;Ellaria-Sand;3
Arianne-Martell;Franklyn-Fowler;3
Arianne-Martell;Garin-(orphan);18
Arianne-Martell;Gerold-Dayne;11
Arianne-Martell;Mellei;3
Arianne-Martell;Morra;3
Arianne-Martell;Myrcella-Baratheon;16
Arianne-Martell;Obara-Sand;5
Arianne-Martell;Oberyn-Martell;3
Arianne-Martell;Quentyn-Martell;8
Arianne-Martell;Ricasso;3
Arianne-Martell;Sylva-Santagar;10
Arianne-Martell;Timoth;3
Arianne-Martell;Tyene-Sand;4
Armen;Leo-Tyrell;3
Armen;Marwyn;3
Armen;Mollander;3
Armen;Pate-(novice);5
Armen;Roone;4
Arnolf-Karstark;Arthor-Karstark;3
Arnolf-Karstark;Asha-Greyjoy;3
Arnolf-Karstark;Mors-Umber;4
Arnolf-Karstark;Rickard-Karstark;3
Arnolf-Karstark;Stannis-Baratheon;7
Aron-Santagar;Sandor-Clegane;3
Arron;Emrick;6
Arron;Hareth-(Moles-Town);4
Arron;Satin;4
Arson;Jon-Snow;3
Arstan;Belwas;25
Arstan;Daenerys-Targaryen;29
Arstan;Illyrio-Mopatis;3
Arstan;Jhiqui;3
Arstan;Jorah-Mormont;13
Arstan;Kraznys-mo-Nakloz;3
Arstan;Mero;7
Arstan;Rhaegar-Targaryen;7
Arthur-Dayne;Gerold-Hightower;9
Arthur-Dayne;Lewyn-Martell;3
Arthur-Dayne;Rhaegar-Targaryen;3
Arthur-Dayne;Smiling-Knight;4
Arwyn-Oakheart;Randyll-Tarly;3
Arya-Stark;Bellegere-Otherys;3
Arya-Stark;Benjen-Stark;3
Arya-Stark;Beric-Dondarrion;28
Arya-Stark;Biter;10
Arya-Stark;Bran-Stark;40
Arya-Stark;Brea;5
Arya-Stark;Brusco;10
Arya-Stark;Brynden-Tully;4
Arya-Stark;Catelyn-Stark;8
Arya-Stark;Cersei-Lannister;25
Arya-Stark;Chiswyck;8
Arya-Stark;Dareon;5
Arya-Stark;Denyo-Terys;8
Arya-Stark;Desmond;3
Arya-Stark;Dobber;4
Arya-Stark;Dunsen;6
Arya-Stark;Eddard-Stark;46
Arya-Stark;Elmar-Frey;4
Arya-Stark;Gendry;82
Arya-Stark;Greenbeard;9
Arya-Stark;Gregor-Clegane;10
Arya-Stark;Harra;3
Arya-Stark;Harren-Hoare;7
Arya-Stark;Harwin;17
Arya-Stark;Hot-Pie;76
Arya-Stark;Ilyn-Payne;8
Arya-Stark;Jaime-Lannister;13
Arya-Stark;Jaqen-Hghar;25
Arya-Stark;Jeyne-Poole;14
Arya-Stark;Joffrey-Baratheon;53
Arya-Stark;Jon-Snow;71
Arya-Stark;Jory-Cassel;12
Arya-Stark;Kindly-Man;17
Arya-Stark;Koss;3
Arya-Stark;Lem;24
Arya-Stark;Lommy-Greenhands;31
Arya-Stark;Mad-Huntsman;4
Arya-Stark;Mance-Rayder;3
Arya-Stark;Melisandre;4
Arya-Stark;Meralyn;9
Arya-Stark;Meryn-Trant;7
Arya-Stark;Mordane;39
Arya-Stark;Mycah;24
Arya-Stark;Myrcella-Baratheon;13
Arya-Stark;Nan;17
Arya-Stark;Pate-(Old);4
Arya-Stark;Petyr-Baelish;3
Arya-Stark;Polliver;14
Arya-Stark;Praed;3
Arya-Stark;Rafford;10
Arya-Stark;Ramsay-Snow;5
Arya-Stark;Ravella-Swann;7
Arya-Stark;Rickon-Stark;20
Arya-Stark;Robb-Stark;44
Arya-Stark;Robert-Baratheon;17
Arya-Stark;Rodrik-Cassel;3
Arya-Stark;Roose-Bolton;21
Arya-Stark;Rorge;13
Arya-Stark;Sandor-Clegane;58
Arya-Stark;Sansa-Stark;155
Arya-Stark;Syrio-Forel;29
Arya-Stark;Talea;4
Arya-Stark;Ternesio-Terys;5
Arya-Stark;Theon-Greyjoy;7
Arya-Stark;Thoros-of-Myr;21
Arya-Stark;Tickler;5
Arya-Stark;Tom-of-Sevenstreams;24
Arya-Stark;Tomard;6
Arya-Stark;Tommen-Baratheon;5
Arya-Stark;Tyrion-Lannister;11
Arya-Stark;Tywin-Lannister;13
Arya-Stark;Umma;6
Arya-Stark;Vargo-Hoat;6
Arya-Stark;Vayon-Poole;4
Arya-Stark;Waif;20
Arya-Stark;Weasel;10
Arya-Stark;Weese;15
Arya-Stark;Woth;3
Arya-Stark;Yoren;32
Arya-Stark;Yorko-Terys;6
Arys-Oakheart;Cersei-Lannister;3
Arys-Oakheart;Doran-Martell;3
Arys-Oakheart;Garin-(orphan);3
Arys-Oakheart;Gerold-Dayne;6
Arys-Oakheart;Joffrey-Baratheon;6
Arys-Oakheart;Myrcella-Baratheon;22
Arys-Oakheart;Sansa-Stark;3
Asha-Greyjoy;Balon-Greyjoy;15
Asha-Greyjoy;Clayton-Suggs;4
Asha-Greyjoy;Dagmer;5
Asha-Greyjoy;Euron-Greyjoy;23
Asha-Greyjoy;Galbart-Glover;8
Asha-Greyjoy;Godry-Farring;3
Asha-Greyjoy;Grimtongue;3
Asha-Greyjoy;Hagen;3
Asha-Greyjoy;Justin-Massey;15
Asha-Greyjoy;Qarl-the-Maid;8
Asha-Greyjoy;Red-Oarsman;3
Asha-Greyjoy;Robert-Baratheon;4
Asha-Greyjoy;Rodrik-Harlaw;7
Asha-Greyjoy;Rolfe-the-Dwarf;3
Asha-Greyjoy;Stannis-Baratheon;16
Asha-Greyjoy;Sybelle-Glover;3
Asha-Greyjoy;Theon-Greyjoy;48
Asha-Greyjoy;Torgon-Greyiron;3
Asha-Greyjoy;Tristifer-Botley;16
Asha-Greyjoy;Tycho-Nestoris;3
Asha-Greyjoy;Victarion-Greyjoy;10
Asha-Greyjoy;Wex-Pyke;3
Ashara-Dayne;Elia-Martell;3
Aurane-Waters;Cersei-Lannister;9
Aurane-Waters;Gyles-Rosby;3
Aurane-Waters;Harys-Swyft;5
Aurane-Waters;Loras-Tyrell;3
Aurane-Waters;Margaery-Tyrell;5
Aurane-Waters;Orton-Merryweather;3
Aurane-Waters;Paxter-Redwyne;3
Aurane-Waters;Stannis-Baratheon;3
Aurane-Waters;Tommen-Baratheon;3
Axell-Florent;Davos-Seaworth;21
Axell-Florent;Jon-Snow;4
Axell-Florent;Lamprey;5
Axell-Florent;Melisandre;9
Axell-Florent;Porridge;5
Axell-Florent;Salladhor-Saan;3
Axell-Florent;Selyse-Florent;19
Axell-Florent;Shireen-Baratheon;3
Axell-Florent;Stannis-Baratheon;25
Azor-Ahai;Stannis-Baratheon;6
Bael-the-Bard;Ygritte;5
Baelor-Blacktyde;Balon-Greyjoy;3
Baelor-Blacktyde;Euron-Greyjoy;4
Baelor-Blacktyde;Victarion-Greyjoy;4
Baelor-I-Targaryen;Cersei-Lannister;8
Baelor-I-Targaryen;Sansa-Stark;3
Baelor-I-Targaryen;Tyrion-Lannister;3
Ballabar;Frenken;4
Ballabar;Podrick-Payne;3
Ballabar;Tyrion-Lannister;16
Balman-Byrch;Bronn;7
Balman-Byrch;Cersei-Lannister;7
Balman-Byrch;Falyse-Stokeworth;10
Balon-Greyjoy;Catelyn-Stark;3
Balon-Greyjoy;Dagmer;3
Balon-Greyjoy;Eddard-Stark;7
Balon-Greyjoy;Euron-Greyjoy;23
Balon-Greyjoy;Robb-Stark;11
Balon-Greyjoy;Robert-Baratheon;8
Balon-Greyjoy;Stannis-Baratheon;8
Balon-Greyjoy;Theon-Greyjoy;30
Balon-Greyjoy;Tywin-Lannister;4
Balon-Greyjoy;Victarion-Greyjoy;17
Balon-Swann;Boros-Blount;3
Balon-Swann;Doran-Martell;11
Balon-Swann;Gerold-Dayne;3
Balon-Swann;Gregor-Clegane;3
Balon-Swann;Jaime-Lannister;8
Balon-Swann;Joffrey-Baratheon;11
Balon-Swann;Loras-Tyrell;10
Balon-Swann;Mandon-Moore;3
Balon-Swann;Meryn-Trant;3
Balon-Swann;Myrcella-Baratheon;4
Balon-Swann;Osmund-Kettleblack;7
Balon-Swann;Renly-Baratheon;3
Balon-Swann;Sandor-Clegane;3
Balon-Swann;Tyrion-Lannister;15
Bannen;Dywen;5
Bannen;Samwell-Tarly;11
Barbrey-Dustin;Jeyne-Poole;5
Barbrey-Dustin;Ramsay-Snow;5
Barbrey-Dustin;Roger-Ryswell;4
Barbrey-Dustin;Roose-Bolton;3
Barbrey-Dustin;Stannis-Baratheon;3
Barbrey-Dustin;Theon-Greyjoy;17
Barristan-Selmy;Belwas;14
Barristan-Selmy;Ben-Plumm;4
Barristan-Selmy;Bloodbeard;3
Barristan-Selmy;Boros-Blount;3
Barristan-Selmy;Cersei-Lannister;17
Barristan-Selmy;Daario-Naharis;18
Barristan-Selmy;Daenerys-Targaryen;83
Barristan-Selmy;Eddard-Stark;28
Barristan-Selmy;Galazza-Galare;5
Barristan-Selmy;Gerold-Hightower;5
Barristan-Selmy;Gerris-Drinkwater;4
Barristan-Selmy;Grazhar;3
Barristan-Selmy;Grey-Worm;6
Barristan-Selmy;Groleo;8
Barristan-Selmy;Hizdahr-zo-Loraq;42
Barristan-Selmy;Jaime-Lannister;8
Barristan-Selmy;Jhogo;3
Barristan-Selmy;Joffrey-Baratheon;13
Barristan-Selmy;Jon-Arryn;4
Barristan-Selmy;Jorah-Mormont;5
Barristan-Selmy;Khrazz;8
Barristan-Selmy;Larraq;3
Barristan-Selmy;Meryn-Trant;3
Barristan-Selmy;Missandei;8
Barristan-Selmy;Petyr-Baelish;7
Barristan-Selmy;Pycelle;8
Barristan-Selmy;Quentyn-Martell;22
Barristan-Selmy;Renly-Baratheon;13
Barristan-Selmy;Reznak-mo-Reznak;7
Barristan-Selmy;Rhaegar-Targaryen;3
Barristan-Selmy;Robert-Baratheon;51
Barristan-Selmy;Sandor-Clegane;3
Barristan-Selmy;Sansa-Stark;3
Barristan-Selmy;Skahaz-mo-Kandaq;21
Barristan-Selmy;Steelskin;3
Barristan-Selmy;Tyrion-Lannister;3
Barristan-Selmy;Varys;15
Barristan-Selmy;Widower;3
Barristan-Selmy;Xaro-Xhoan-Daxos;3
Barsena;Daenerys-Targaryen;4
Bartimus;Davos-Seaworth;4
Bedwyck;Craster;4
Bedwyck;Dywen;3
Bedwyck;Eddison-Tollett;4
Bedwyck;Grenn;4
Bedwyck;Samwell-Tarly;3
Belaquo;Goghor-the-Giant;7
Belaquo;Hizdahr-zo-Loraq;3
Belaquo;Irri;3
Belaquo;Spotted-Cat;5
Belwas;Ben-Plumm;4
Belwas;Daenerys-Targaryen;46
Belwas;Hizdahr-zo-Loraq;11
Belwas;Illyrio-Mopatis;8
Belwas;Jhiqui;3
Belwas;Jhogo;3
Belwas;Jorah-Mormont;22
Belwas;Oznak-zo-Pahl;8
Belwas;Quentyn-Martell;3
Belwas;Skahaz-mo-Kandaq;3
Ben-Bones;Ramsay-Snow;5
Ben-Bones;Theon-Greyjoy;4
Ben-Plumm;Daario-Naharis;13
Ben-Plumm;Daenerys-Targaryen;24
Ben-Plumm;Hizdahr-zo-Loraq;3
Ben-Plumm;Kasporio;3
Ben-Plumm;Penny;3
Ben-Plumm;Tybero-Istarion;5
Ben-Plumm;Tyrion-Lannister;4
Benedar-Belmore;Gilwood-Hunter;3
Benedar-Belmore;Horton-Redfort;5
Benedar-Belmore;Petyr-Baelish;5
Benedar-Belmore;Symond-Templeton;4
Benerro;Daenerys-Targaryen;3
Benerro;Haldon;4
Benerro;Moqorro;4
Benerro;Tyrion-Lannister;7
Benethon-Scales;Narbert-Grandison;3
Benethon-Scales;Selyse-Florent;4
Benfred-Tallhart;Helman-Tallhart;3
Benfred-Tallhart;Leobald-Tallhart;3
Benfred-Tallhart;Stygg;3
Benfred-Tallhart;Theon-Greyjoy;7
Benjen-Stark;Bran-Stark;9
Benjen-Stark;Cersei-Lannister;3
Benjen-Stark;Jaremy-Rykker;3
Benjen-Stark;Jeor-Mormont;17
Benjen-Stark;Jon-Snow;48
Benjen-Stark;Luwin;7
Benjen-Stark;Mance-Rayder;3
Benjen-Stark;Robb-Stark;7
Benjen-Stark;Robert-Baratheon;6
Benjen-Stark;Theon-Greyjoy;4
Benjen-Stark;Tyrion-Lannister;8
Benjen-Stark;Waymar-Royce;3
Benjen-Stark;Yoren;4
Beric-Dondarrion;Catelyn-Stark;3
Beric-Dondarrion;Eddard-Stark;3
Beric-Dondarrion;Gendry;4
Beric-Dondarrion;Gregor-Clegane;9
Beric-Dondarrion;Harwin;7
Beric-Dondarrion;Jack-Bulwer;4
Beric-Dondarrion;Jaime-Lannister;7
Beric-Dondarrion;Joffrey-Baratheon;3
Beric-Dondarrion;Lem;14
Beric-Dondarrion;Loras-Tyrell;5
Beric-Dondarrion;Mariya-Darry;5
Beric-Dondarrion;Robert-Baratheon;5
Beric-Dondarrion;Sandor-Clegane;18
Beric-Dondarrion;Sansa-Stark;4
Beric-Dondarrion;Thoros-of-Myr;39
Beric-Dondarrion;Tom-of-Sevenstreams;4
Beth-Cassel;Bran-Stark;4
Beth-Cassel;Rodrik-Cassel;4
Beth-Cassel;Theon-Greyjoy;3
Big-Boil;Jon-Snow;3
Big-Boil;Ygritte;3
Biter;Brienne-of-Tarth;5
Biter;Jaqen-Hghar;12
Biter;Rorge;17
Biter;Yoren;3
Black-Balaq;Franklyn-Flowers;3
Blane;Jeor-Mormont;3
Bloodbeard;Daenerys-Targaryen;3
Bloodbeard;Hizdahr-zo-Loraq;5
Bloodbeard;Tattered-Prince;3
Blue-Bard;Cersei-Lannister;7
Blue-Bard;Lambert-Turnberry;3
Blue-Bard;Margaery-Tyrell;6
Blue-Bard;Qyburn;4
Blue-Bard;Tallad;3
Bonifer-Hasty;Jaime-Lannister;4
Boros-Blount;Cersei-Lannister;23
Boros-Blount;Gyles-Rosby;5
Boros-Blount;Jaime-Lannister;9
Boros-Blount;Joffrey-Baratheon;14
Boros-Blount;Loras-Tyrell;5
Boros-Blount;Meryn-Trant;31
Boros-Blount;Osmund-Kettleblack;8
Boros-Blount;Osney-Kettleblack;3
Boros-Blount;Sansa-Stark;14
Boros-Blount;Tanda-Stokeworth;3
Boros-Blount;Tommen-Baratheon;14
Boros-Blount;Tyrion-Lannister;14
Bowen-Marsh;Cellador;8
Bowen-Marsh;Cotter-Pyke;3
Bowen-Marsh;Denys-Mallister;5
Bowen-Marsh;Donal-Noye;4
Bowen-Marsh;Eddison-Tollett;12
Bowen-Marsh;Hobb;3
Bowen-Marsh;Janos-Slynt;10
Bowen-Marsh;Jeor-Mormont;16
Bowen-Marsh;Jon-Snow;60
Bowen-Marsh;Mance-Rayder;5
Bowen-Marsh;Othell-Yarwyck;28
Bowen-Marsh;Samwell-Tarly;10
Bowen-Marsh;Satin;3
Bowen-Marsh;Stannis-Baratheon;3
Bowen-Marsh;Tormund;5
Bowen-Marsh;Wick-Whittlestick;5
Bran-Stark;Brynden-Rivers;14
Bran-Stark;Catelyn-Stark;24
Bran-Stark;Cersei-Lannister;6
Bran-Stark;Chayle;3
Bran-Stark;Cley-Cerwyn;5
Bran-Stark;Coldhands;10
Bran-Stark;Donella-Hornwood;5
Bran-Stark;Eddard-Stark;34
Bran-Stark;Hali;3
Bran-Stark;Hallis-Mollen;3
Bran-Stark;Hayhead;6
Bran-Stark;Hodor;209
Bran-Stark;Howland-Reed;3
Bran-Stark;Hullen;3
Bran-Stark;Jeor-Mormont;4
Bran-Stark;Joffrey-Baratheon;6
Bran-Stark;Jojen-Reed;112
Bran-Stark;Jon-Arryn;7
Bran-Stark;Jon-Snow;90
Bran-Stark;Jon-Umber-(Greatjon);3
Bran-Stark;Jory-Cassel;11
Bran-Stark;Joseth;4
Bran-Stark;Leaf;5
Bran-Stark;Luwin;116
Bran-Stark;Meera-Reed;123
Bran-Stark;Mikken;11
Bran-Stark;Nan;38
Bran-Stark;Osha;42
Bran-Stark;Petyr-Baelish;3
Bran-Stark;Poxy-Tym;3
Bran-Stark;Ramsay-Snow;7
Bran-Stark;Reek;3
Bran-Stark;Renly-Baratheon;3
Bran-Stark;Rickard-Karstark;4
Bran-Stark;Rickard-Stark;4
Bran-Stark;Rickon-Stark;129
Bran-Stark;Robb-Stark;169
Bran-Stark;Robert-Baratheon;11
Bran-Stark;Rodrik-Cassel;40
Bran-Stark;Samwell-Tarly;11
Bran-Stark;Sansa-Stark;25
Bran-Stark;Stafford-Lannister;3
Bran-Stark;Stiv;4
Bran-Stark;Theon-Greyjoy;64
Bran-Stark;Tommen-Baratheon;8
Bran-Stark;Tyrion-Lannister;31
Bran-Stark;Walder-Frey-(son-of-Jammos);5
Bran-Stark;Walder-Frey-(son-of-Merrett);12
Bran-Stark;Wyman-Manderly;6
