Source;Target;weight
Anya-Waynwood;Petyr-Baelish;10
Anya-Waynwood;Symond-Templeton;6
Anya-Waynwood;Yohn-Royce;5
Areo-Hotah;Arianne-Martell;17
Areo-Hotah;Arys-Oakheart;7
Areo-Hotah;Caleotte;7
Areo-Hotah;Doran-Martell;32
Areo-Hotah;Myrcella-Baratheon;5
Areo-Hotah;Obara-Sand;7
Areo-Hotah;Oberyn-Martell;3
Arianne-Martell;Arys-Oakheart;19
Arianne-Martell;Cedra;8
Arianne-Martell;Doran-Martell;15
Arianne-Martell;Franklyn-Fowler;3
Arianne-Martell;Garin-(orphan);18
Arianne-Martell;Gerold-Dayne;11
Arianne-Martell;Mellei;3
Arianne-Martell;Morra;3
Arianne-Martell;Myrcella-Baratheon;12
Arianne-Martell;Oberyn-Martell;3
Arianne-Martell;Quentyn-Martell;8
Arianne-Martell;Ricasso;3
Arianne-Martell;Sylva-Santagar;10
Arianne-Martell;Timoth;3
Arianne-Martell;Tyene-Sand;4
Armen;Leo-Tyrell;3
Armen;Marwyn;3
Armen;Mollander;3
Armen;Pate-(novice);5
Armen;Roone;4
Arya-Stark;Bellegere-Otherys;3
Arya-Stark;Brea;5
Arya-Stark;Brusco;6
Arya-Stark;Dareon;5
Arya-Stark;Denyo-Terys;8
Arya-Stark;Kindly-Man;13
Arya-Stark;Meralyn;9
Arya-Stark;Nan;5
Arya-Stark;Sandor-Clegane;3
Arya-Stark;Sansa-Stark;4
Arya-Stark;Syrio-Forel;4
Arya-Stark;Talea;4
Arya-Stark;Ternesio-Terys;5
Arya-Stark;Umma;6
Arya-Stark;Waif;17
Arya-Stark;Yorko-Terys;6
Arys-Oakheart;Doran-Martell;3
Arys-Oakheart;Garin-(orphan);3
Arys-Oakheart;Gerold-Dayne;3
Arys-Oakheart;Myrcella-Baratheon;18
Asha-Greyjoy;Balon-Greyjoy;12
Asha-Greyjoy;Euron-Greyjoy;19
Asha-Greyjoy;Red-Oarsman;3
Asha-Greyjoy;Rodrik-Harlaw;7
Asha-Greyjoy;Theon-Greyjoy;6
Asha-Greyjoy;Tristifer-Botley;4
Asha-Greyjoy;Victarion-Greyjoy;10
Aurane-Waters;Cersei-Lannister;9
Aurane-Waters;Gyles-Rosby;3
Aurane-Waters;Harys-Swyft;5
Aurane-Waters;Loras-Tyrell;3
Aurane-Waters;Margaery-Tyrell;5
Aurane-Waters;Orton-Merryweather;3
Aurane-Waters;Paxter-Redwyne;3
Aurane-Waters;Stannis-Baratheon;3
Aurane-Waters;Tommen-Baratheon;3
Baelor-Blacktyde;Balon-Greyjoy;3
Baelor-Blacktyde;Euron-Greyjoy;4
Baelor-Blacktyde;Victarion-Greyjoy;4
Baelor-I-Targaryen;Cersei-Lannister;5
Balman-Byrch;Bronn;7
Balman-Byrch;Cersei-Lannister;7
Balman-Byrch;Falyse-Stokeworth;10
Balon-Greyjoy;Euron-Greyjoy;20
Balon-Greyjoy;Stannis-Baratheon;4
Balon-Greyjoy;Victarion-Greyjoy;13
Balon-Swann;Gregor-Clegane;3
Balon-Swann;Jaime-Lannister;3
Balon-Swann;Loras-Tyrell;4
Benedar-Belmore;Gilwood-Hunter;3
Benedar-Belmore;Horton-Redfort;5
Benedar-Belmore;Petyr-Baelish;5
Benedar-Belmore;Symond-Templeton;4
Beric-Dondarrion;Catelyn-Stark;3
Beric-Dondarrion;Jaime-Lannister;7
Beric-Dondarrion;Mariya-Darry;5
Beric-Dondarrion;Sandor-Clegane;3
Beric-Dondarrion;Thoros-of-Myr;5
Biter;Brienne-of-Tarth;5
Blue-Bard;Cersei-Lannister;7
Blue-Bard;Lambert-Turnberry;3
Blue-Bard;Margaery-Tyrell;6
Blue-Bard;Qyburn;4
Blue-Bard;Tallad;3
Bonifer-Hasty;Jaime-Lannister;4
Boros-Blount;Cersei-Lannister;3
Boros-Blount;Jaime-Lannister;3
Boros-Blount;Meryn-Trant;4
Boros-Blount;Osmund-Kettleblack;8
Boros-Blount;Osney-Kettleblack;3
Bran-Stark;Jon-Snow;6
Bran-Stark;Rickon-Stark;5
Bran-Stark;Robb-Stark;5
Bran-Stark;Tommen-Baratheon;3
Brea;Brusco;3
Brea;Talea;4
Brella;Sansa-Stark;4
Brienne-of-Tarth;Catelyn-Stark;10
Brienne-of-Tarth;Clarence-Crabb;4
Brienne-of-Tarth;Creighton-Longbough;8
Brienne-of-Tarth;Dick-Crabb;21
Brienne-of-Tarth;Dontos-Hollard;7
Brienne-of-Tarth;Elder-Brother;4
Brienne-of-Tarth;Gendry;6
Brienne-of-Tarth;Hyle-Hunt;17
Brienne-of-Tarth;Illifer;8
Brienne-of-Tarth;Jaime-Lannister;18
Brienne-of-Tarth;Jeyne-Heddle;4
Brienne-of-Tarth;Joffrey-Baratheon;4
Brienne-of-Tarth;Lysa-Arryn;3
Brienne-of-Tarth;Meribald;17
Brienne-of-Tarth;Narbert;6
Brienne-of-Tarth;Podrick-Payne;36
Brienne-of-Tarth;Pyg;4
Brienne-of-Tarth;Randyll-Tarly;8
Brienne-of-Tarth;Renly-Baratheon;9
Brienne-of-Tarth;Sandor-Clegane;12
Brienne-of-Tarth;Sansa-Stark;19
Brienne-of-Tarth;Shagwell;9
Brienne-of-Tarth;Timeon;5
Brienne-of-Tarth;Tommen-Baratheon;3
Brienne-of-Tarth;Tyrion-Lannister;3
Brienne-of-Tarth;Tywin-Lannister;3
Brienne-of-Tarth;Willow-Heddle;5
Bronn;Cersei-Lannister;4
Bronn;Falyse-Stokeworth;3
Bronn;Lollys-Stokeworth;4
Bronn;Tyrion-Lannister;4
Brynden-Tully;Catelyn-Stark;3
Brynden-Tully;Daven-Lannister;3
Brynden-Tully;Edmure-Tully;15
Brynden-Tully;Edwyn-Frey;3
Brynden-Tully;Emmon-Frey;7
Brynden-Tully;Jaime-Lannister;18
Brynden-Tully;Lyle-Crakehall;4
Brynden-Tully;Ryman-Frey;3
Caleotte;Doran-Martell;8
Caleotte;Obara-Sand;5
Catelyn-Stark;Hyle-Hunt;3
Catelyn-Stark;Jaime-Lannister;15
Catelyn-Stark;Petyr-Baelish;3
Catelyn-Stark;Randyll-Tarly;3
Catelyn-Stark;Renly-Baratheon;4
Catelyn-Stark;Robb-Stark;4
Catelyn-Stark;Sansa-Stark;9
Catelyn-Stark;Tyrion-Lannister;3
Cedra;Garin-(orphan);5
Cedric-Payne;Podrick-Payne;3
Cersei-Lannister;Dorcas;18
Cersei-Lannister;Dunsen;4
Cersei-Lannister;Eddard-Stark;3
Cersei-Lannister;Falyse-Stokeworth;14
Cersei-Lannister;Garlan-Tyrell;3
Cersei-Lannister;Garth-Tyrell;3
Cersei-Lannister;Gregor-Clegane;6
Cersei-Lannister;Gyles-Rosby;18
Cersei-Lannister;Harys-Swyft;4
Cersei-Lannister;High-Septon-(Tyrions);3
Cersei-Lannister;High-Sparrow;24
Cersei-Lannister;Ilyn-Payne;6
Cersei-Lannister;Jaime-Lannister;49
Cersei-Lannister;Jalabhar-Xho;3
Cersei-Lannister;Jocelyn-Swyft;13
Cersei-Lannister;Joffrey-Baratheon;21
Cersei-Lannister;Jon-Snow;3
Cersei-Lannister;Kevan-Lannister;9
Cersei-Lannister;Lancel-Lannister;9
Cersei-Lannister;Loras-Tyrell;24
Cersei-Lannister;Mace-Tyrell;17
Cersei-Lannister;Maegor-I-Targaryen;3
Cersei-Lannister;Maggy;5
Cersei-Lannister;Margaery-Tyrell;67
Cersei-Lannister;Mark-Mullendore;3
Cersei-Lannister;Melara-Hetherspoon;5
Cersei-Lannister;Meryn-Trant;15
Cersei-Lannister;Moon-Boy;5
Cersei-Lannister;Myrcella-Baratheon;4
Cersei-Lannister;Olenna-Redwyne;6
Cersei-Lannister;Orton-Merryweather;9
Cersei-Lannister;Osfryd-Kettleblack;8
Cersei-Lannister;Osmund-Kettleblack;25
Cersei-Lannister;Osney-Kettleblack;24
Cersei-Lannister;Petyr-Baelish;7
Cersei-Lannister;Pycelle;15
Cersei-Lannister;Qyburn;27
Cersei-Lannister;Rafford;4
Cersei-Lannister;Raynard;3
Cersei-Lannister;Rhaegar-Targaryen;5
Cersei-Lannister;Robert-Baratheon;29
Cersei-Lannister;Sansa-Stark;6
Cersei-Lannister;Senelle;9
Cersei-Lannister;Stannis-Baratheon;9
Cersei-Lannister;Taena-of-Myr;46
Cersei-Lannister;Tallad;4
Cersei-Lannister;Tommen-Baratheon;80
Cersei-Lannister;Tyrion-Lannister;36
Cersei-Lannister;Tywin-Lannister;14
Cersei-Lannister;Unella;3
Cersei-Lannister;Varys;7
Cersei-Lannister;Walder-Frey;5
Clement-Piper;Jaime-Lannister;3
Cleos-Frey;Jaime-Lannister;4
Clydas;Samwell-Tarly;3
Colemon;Gretchel;5
Colemon;Maddy;5
Colemon;Petyr-Baelish;6
Colemon;Robert-Arryn;7
Craster;Gilly;8
Craster;Jeor-Mormont;3
Craster;Jon-Snow;3
Craster;Samwell-Tarly;6
Creighton-Longbough;Illifer;15
Creighton-Longbough;Shadrich;4
Daemon-Sand;Doran-Martell;3
Daemon-Sand;Oberyn-Martell;3
Dalla;Gilly;6
Dareon;Gilly;7
Dareon;Lanna-(Happy-Port);4
Dareon;Samwell-Tarly;26
Daven-Lannister;Emmon-Frey;3
Daven-Lannister;Jaime-Lannister;12
Denyo-Terys;Ternesio-Terys;3
Dick-Crabb;Eustace-Brune;3
Dick-Crabb;Jaime-Lannister;3
Dick-Crabb;Podrick-Payne;9
Dick-Crabb;Renly-Baratheon;3
Dontos-Hollard;Joffrey-Baratheon;4
Dontos-Hollard;Sansa-Stark;9
Dontos-Hollard;Tyrion-Lannister;3
Doran-Martell;Gregor-Clegane;4
Doran-Martell;Myrcella-Baratheon;6
Doran-Martell;Nymeria-Sand;4
Doran-Martell;Obara-Sand;8
Doran-Martell;Oberyn-Martell;5
Doran-Martell;Tyene-Sand;6
Doran-Martell;Tywin-Lannister;4
Dorcas;Jocelyn-Swyft;8
Dorcas;Margaery-Tyrell;3
Dorcas;Osney-Kettleblack;3
Dorcas;Qyburn;3
Dorcas;Taena-of-Myr;6
Dunsen;Gregor-Clegane;3
Dunsen;Ilyn-Payne;4
Dunsen;Meryn-Trant;4
Dunsen;Rafford;4
Dunstan-Drumm;Rodrik-Harlaw;3
Dunstan-Drumm;Victarion-Greyjoy;3
Eddard-Stark;Joffrey-Baratheon;3
Eddard-Stark;Jon-Arryn;4
Eddard-Stark;Jon-Snow;4
Eddard-Stark;Pycelle;3
Eddard-Stark;Robert-Baratheon;3
Eddard-Stark;Stannis-Baratheon;3
Eddard-Stark;Tyrion-Lannister;4
Eddison-Tollett;Jon-Snow;5
Eddison-Tollett;Samwell-Tarly;4
Edmure-Tully;Emmon-Frey;11
Edmure-Tully;Forley-Prester;3
Edmure-Tully;Ilyn-Payne;4
Edmure-Tully;Jaime-Lannister;24
Edmure-Tully;Roslin-Frey;4
Edmure-Tully;Ryman-Frey;5
Edmure-Tully;Tommen-Baratheon;4
Edmure-Tully;Walder-Frey;4
Edwyn-Frey;Jaime-Lannister;9
Edwyn-Frey;Ryman-Frey;5
Edwyn-Frey;Walder-Rivers;8
Elder-Brother;Meribald;3
Elder-Brother;Narbert;4
Elia-Martell;Tywin-Lannister;3
Elinor-Tyrell;Margaery-Tyrell;5
Elinor-Tyrell;Megga-Tyrell;10
Elinor-Tyrell;Tallad;3
Emmon-Frey;Forley-Prester;3
Emmon-Frey;Genna-Lannister;5
Emmon-Frey;Jaime-Lannister;8
Emmon-Frey;Ryman-Frey;4
Emmon-Frey;Tywin-Lannister;3
Euron-Greyjoy;Hotho-Harlaw;4
Euron-Greyjoy;Humfrey-Hewett;3
Euron-Greyjoy;Nute;4
Euron-Greyjoy;Quellon-Greyjoy;3
Euron-Greyjoy;Red-Oarsman;6
Euron-Greyjoy;Rodrik-Harlaw;4
Euron-Greyjoy;Sawane-Botley;3
Euron-Greyjoy;Victarion-Greyjoy;43
Falyse-Stokeworth;Qyburn;7
Garin-(orphan);Gerold-Dayne;5
Garin-(orphan);Myrcella-Baratheon;5
Garin-(orphan);Nymeria-Sand;3
Garin-(orphan);Sylva-Santagar;8
Garin-(orphan);Tyene-Sand;5
Garrett-Paege;Jaime-Lannister;3
Gendry;Willow-Heddle;3
Genna-Lannister;Jaime-Lannister;7
Genna-Lannister;Tywin-Lannister;3
Gerold-Dayne;Myrcella-Baratheon;6
Gerold-Grafton;Terrance-Lynderly;3
Gilly;Jon-Snow;15
Gilly;Kojja-Mo;7
Gilly;Melisandre;3
Gilly;Samwell-Tarly;41
Gilwood-Hunter;Horton-Redfort;6
Gilwood-Hunter;Lysa-Arryn;3
Gilwood-Hunter;Symond-Templeton;4
Gormon-Tyrell;Walgrave;3
Gorold-Goodbrother;Victarion-Greyjoy;3
Gregor-Clegane;Ilyn-Payne;4
Gregor-Clegane;Jaime-Lannister;5
Gregor-Clegane;Meryn-Trant;3
Gregor-Clegane;Pycelle;3
Gregor-Clegane;Qyburn;6
Gregor-Clegane;Rafford;4
Gregor-Clegane;Sandor-Clegane;5
Gregor-Clegane;Tywin-Lannister;5
Grenn;Jon-Snow;3
Grenn;Pypar;5
Gretchel;Maddy;9
Gretchel;Robert-Arryn;4
Gretchel;Sansa-Stark;3
Gyles-Grafton;Robert-Arryn;3
Gyles-Grafton;Terrance-Lynderly;5
Gyles-Rosby;Harys-Swyft;6
Gyles-Rosby;Mace-Tyrell;3
Gyles-Rosby;Margaery-Tyrell;5
Gyles-Rosby;Orton-Merryweather;4
Gyles-Rosby;Pycelle;12
Gyles-Rosby;Qyburn;4
Harras-Harlaw;Victarion-Greyjoy;3
Harrold-Hardyng;Robert-Arryn;4
Harrold-Hardyng;Yohn-Royce;3
Harys-Swyft;Orton-Merryweather;3
Harys-Swyft;Pycelle;8
Harys-Swyft;Stannis-Baratheon;3
Harys-Swyft;Taena-of-Myr;3
Harys-Swyft;Tommen-Baratheon;3
High-Septon-(Tyrions);Tyrion-Lannister;5
High-Sparrow;Maegor-I-Targaryen;4
High-Sparrow;Margaery-Tyrell;11
High-Sparrow;Osney-Kettleblack;4
High-Sparrow;Taena-of-Myr;4
High-Sparrow;Tommen-Baratheon;7
Horton-Redfort;Yohn-Royce;3
Hotho-Harlaw;Rodrik-Harlaw;4
Hotho-Harlaw;Sigfryd-Harlaw;4
Hotho-Harlaw;Victarion-Greyjoy;4
Hugo-Vance;Jaime-Lannister;3
Humfrey-Hewett;Victarion-Greyjoy;4
Hyle-Hunt;Meribald;9
Hyle-Hunt;Podrick-Payne;19
Hyle-Hunt;Randyll-Tarly;5
Hyle-Hunt;Sandor-Clegane;3
Hyle-Hunt;Sansa-Stark;3
Ilyn-Payne;Jaime-Lannister;30
Ilyn-Payne;Lyle-Crakehall;6
Ilyn-Payne;Meryn-Trant;5
Ilyn-Payne;Rafford;4
Jaehaerys-I-Targaryen;Maegor-I-Targaryen;3
Jaime-Lannister;Josmyn-Peckledon;14
Jaime-Lannister;Joy-Hill;3
Jaime-Lannister;Karyl-Vance;4
Jaime-Lannister;Kevan-Lannister;6
Jaime-Lannister;Lancel-Lannister;22
Jaime-Lannister;Lewys-Piper;3
Jaime-Lannister;Loras-Tyrell;10
Jaime-Lannister;Lyle-Crakehall;9
Jaime-Lannister;Mace-Tyrell;5
Jaime-Lannister;Margaery-Tyrell;10
Jaime-Lannister;Mariya-Darry;6
Jaime-Lannister;Melara-Hetherspoon;3
Jaime-Lannister;Olenna-Redwyne;3
Jaime-Lannister;Osmund-Kettleblack;17
Jaime-Lannister;Pia;10
Jaime-Lannister;Pycelle;10
Jaime-Lannister;Qyburn;4
Jaime-Lannister;Rafford;3
Jaime-Lannister;Renly-Baratheon;6
Jaime-Lannister;Rennifer-Longwaters;3
Jaime-Lannister;Rhaegar-Targaryen;7
Jaime-Lannister;Robb-Stark;4
Jaime-Lannister;Robert-Baratheon;12
Jaime-Lannister;Ronnet-Connington;4
Jaime-Lannister;Ryman-Frey;13
Jaime-Lannister;Sandor-Clegane;9
Jaime-Lannister;Sansa-Stark;6
Jaime-Lannister;Shadrich;3
Jaime-Lannister;Shitmouth;3
Jaime-Lannister;Sybell-Spicer;4
Jaime-Lannister;Taena-of-Myr;4
Jaime-Lannister;Thoros-of-Myr;3
Jaime-Lannister;Tommen-Baratheon;26
Jaime-Lannister;Tyrion-Lannister;15
Jaime-Lannister;Tywin-Lannister;14
Jaime-Lannister;Vargo-Hoat;6
Jaime-Lannister;Varys;11
Jaime-Lannister;Walder-Frey;5
Jaime-Lannister;Walder-Rivers;4
Jaime-Lannister;Wylis-Manderly;3
Jaime-Lannister;Zollo;3
Jalabhar-Xho;Lambert-Turnberry;3
Jalabhar-Xho;Tallad;3
Jeor-Mormont;Samwell-Tarly;3
Jeyne-Farman;Melara-Hetherspoon;4
Jeyne-Westerling;Robb-Stark;3
Jocelyn-Swyft;Osmund-Kettleblack;3
Jocelyn-Swyft;Qyburn;3
Jocelyn-Swyft;Taena-of-Myr;4
Joffrey-Baratheon;Mace-Tyrell;3
Joffrey-Baratheon;Margaery-Tyrell;6
Joffrey-Baratheon;Myrcella-Baratheon;6
Joffrey-Baratheon;Qyburn;3
Joffrey-Baratheon;Robert-Baratheon;5
Joffrey-Baratheon;Sandor-Clegane;4
Joffrey-Baratheon;Sansa-Stark;6
Joffrey-Baratheon;Tommen-Baratheon;23
Joffrey-Baratheon;Tyrion-Lannister;9
Jon-Arryn;Lysa-Arryn;3
Jon-Arryn;Petyr-Baelish;3
Jon-Arryn;Robert-Baratheon;3
Jon-Arryn;Tyrion-Lannister;3
Jon-Snow;Robb-Stark;3
Jon-Snow;Samwell-Tarly;31
Jon-Snow;Stannis-Baratheon;6
Josmyn-Peckledon;Pia;6
Kevan-Lannister;Lancel-Lannister;10
Kevan-Lannister;Stannis-Baratheon;3
Kevan-Lannister;Tommen-Baratheon;6
Kevan-Lannister;Tyrion-Lannister;4
Kevan-Lannister;Tywin-Lannister;5
Kindly-Man;Waif;7
Kojja-Mo;Samwell-Tarly;8
Lambert-Turnberry;Tallad;3
Lancel-Lannister;Moon-Boy;11
Lancel-Lannister;Osmund-Kettleblack;13
Leo-Tyrell;Pate-(novice);8
Leo-Tyrell;Roone;3
Leo-Tyrell;Samwell-Tarly;3
Lollys-Stokeworth;Tanda-Stokeworth;4
Loras-Tyrell;Margaery-Tyrell;21
Loras-Tyrell;Osmund-Kettleblack;13
Loras-Tyrell;Tommen-Baratheon;13
Loras-Tyrell;Tyrion-Lannister;3
Lothor-Brune;Mya-Stone;6
Lothor-Brune;Petyr-Baelish;3
Lothor-Brune;Robert-Arryn;4
Lothor-Brune;Sansa-Stark;3
Lucas-Codd;Red-Oarsman;3
Lucas-Codd;Torwold-Browntooth;3
Luwin;Nan;3
Lyn-Corbray;Lyonel-Corbray;4
Lyn-Corbray;Petyr-Baelish;4
Lyn-Corbray;Robert-Arryn;6
Lyonel-Corbray;Petyr-Baelish;3
Lysa-Arryn;Marillion;5
Lysa-Arryn;Nestor-Royce;12
Lysa-Arryn;Petyr-Baelish;14
Lysa-Arryn;Robert-Arryn;8
Lysa-Arryn;Sansa-Stark;6
Mace-Tyrell;Margaery-Tyrell;6
Mace-Tyrell;Mathis-Rowan;3
Mace-Tyrell;Olenna-Redwyne;4
Mace-Tyrell;Stannis-Baratheon;4
Mace-Tyrell;Tommen-Baratheon;10
Mace-Tyrell;Tyrion-Lannister;3
Mace-Tyrell;Tywin-Lannister;4
Maddy;Mya-Stone;4
Maddy;Robert-Arryn;7
Maddy;Sansa-Stark;3
Maegor-I-Targaryen;Tommen-Baratheon;5
Maggy;Melara-Hetherspoon;3
Manfrey-Martell;Ricasso;4
Margaery-Tyrell;Megga-Tyrell;9
Margaery-Tyrell;Olenna-Redwyne;3
Margaery-Tyrell;Orton-Merryweather;4
Margaery-Tyrell;Osmund-Kettleblack;8
Margaery-Tyrell;Osney-Kettleblack;14
Margaery-Tyrell;Qyburn;6
Margaery-Tyrell;Robert-Baratheon;5
Margaery-Tyrell;Sansa-Stark;3
Margaery-Tyrell;Senelle;3
Margaery-Tyrell;Taena-of-Myr;15
Margaery-Tyrell;Tallad;3
Margaery-Tyrell;Tommen-Baratheon;46
Margaery-Tyrell;Willas-Tyrell;3
Marillion;Petyr-Baelish;5
Marwyn;Samwell-Tarly;6
Meldred-Merlyn;Victarion-Greyjoy;3
Melisandre;Stannis-Baratheon;3
Mellei;Morra;5
Meribald;Narbert;4
Meribald;Podrick-Payne;14
Meryn-Trant;Osmund-Kettleblack;9
Meryn-Trant;Rafford;4
Mollander;Pate-(novice);3
Mollander;Roone;7
Moon-Boy;Osmund-Kettleblack;12
Murenmure;Theon-Greyjoy;3
Mya-Stone;Myranda-Royce;6
Mya-Stone;Robert-Arryn;9
Myranda-Royce;Robert-Arryn;4
Myranda-Royce;Sansa-Stark;3
Myrcella-Baratheon;Sylva-Santagar;4
Myrcella-Baratheon;Tommen-Baratheon;3
Myrcella-Baratheon;Trystane-Martell;6
Myrcella-Baratheon;Tyrion-Lannister;4
Nestor-Royce;Petyr-Baelish;17
Nestor-Royce;Robert-Arryn;7
Nestor-Royce;Sansa-Stark;13
Nestor-Royce;Yohn-Royce;3
Nute;Ralf-Stonehouse;3
Nute;Rodrik-Harlaw;6
Nute;Victarion-Greyjoy;11
Nymeria-Sand;Obara-Sand;9
Nymeria-Sand;Tyene-Sand;6
Obara-Sand;Tyene-Sand;10
Oberyn-Martell;Tyene-Sand;3
Orton-Merryweather;Petyr-Baelish;5
Orton-Merryweather;Pycelle;5
Orton-Merryweather;Stannis-Baratheon;3
Orton-Merryweather;Taena-of-Myr;4
Orton-Merryweather;Tommen-Baratheon;3
Osfryd-Kettleblack;Osmund-Kettleblack;4
Osfryd-Kettleblack;Osney-Kettleblack;6
Osmund-Kettleblack;Osney-Kettleblack;6
Osmund-Kettleblack;Pycelle;3
Osmund-Kettleblack;Qyburn;3
Osmund-Kettleblack;Tommen-Baratheon;6
Osmund-Kettleblack;Tyrion-Lannister;6
Osney-Kettleblack;Stannis-Baratheon;3
Osney-Kettleblack;Taena-of-Myr;3
Osney-Kettleblack;Tommen-Baratheon;6
Pate-(novice);Quill;4
Pate-(novice);Rosey;9
Pate-(novice);Walgrave;10
Pate-(whipping-boy);Tommen-Baratheon;4
Paxter-Redwyne;Samwell-Tarly;4
Petyr-Baelish;Pycelle;4
Petyr-Baelish;Robert-Arryn;22
Petyr-Baelish;Sansa-Stark;18
Petyr-Baelish;Symond-Templeton;5
Petyr-Baelish;Tyrion-Lannister;5
Petyr-Baelish;Yohn-Royce;12
Pia;Qyburn;3
Pia;Tyrion-Lannister;3
Puckens;Pycelle;3
Puckens;Shortear;3
Pycelle;Qyburn;10
Pycelle;Stannis-Baratheon;6
Pycelle;Tywin-Lannister;4
Pycelle;Varys;4
Pycelle;Walder-Frey;3
Pyg;Shagwell;8
Pyg;Timeon;7
Pyg;Vargo-Hoat;3
Pypar;Samwell-Tarly;3
Qhorin-Halfhand;Samwell-Tarly;3
Quellon-Greyjoy;Victarion-Greyjoy;4
Quentyn-Martell;Trystane-Martell;3
Quhuru-Mo;Samwell-Tarly;4
Quhuru-Mo;Xhondo;4
Qyburn;Stannis-Baratheon;3
Ralf-(Limper);Victarion-Greyjoy;4
Ralf-Stonehouse;Victarion-Greyjoy;3
Randyll-Tarly;Samwell-Tarly;4
Raynard;Torbert;4
Renly-Baratheon;Robert-Baratheon;5
Renly-Baratheon;Sansa-Stark;3
Renly-Baratheon;Stannis-Baratheon;4
Rennifer-Longwaters;Rugen;3
Rhaegar-Targaryen;Robert-Baratheon;6
Rickon-Stark;Robb-Stark;5
Robb-Stark;Sansa-Stark;3
Robert-Arryn;Sansa-Stark;8
Robert-Arryn;Terrance-Lynderly;4
Robert-Arryn;Yohn-Royce;4
Robert-Baratheon;Stannis-Baratheon;4
Robert-Baratheon;Taena-of-Myr;5
Robert-Baratheon;Tommen-Baratheon;5
Robert-Baratheon;Tyrion-Lannister;6
Rodrik-Harlaw;Sigfryd-Harlaw;3
Rodrik-Harlaw;Victarion-Greyjoy;3
Roose-Bolton;Stannis-Baratheon;5
Roslin-Frey;Walder-Frey;3
Ryman-Frey;Walder-Rivers;5
Samwell-Tarly;Stannis-Baratheon;11
Samwell-Tarly;Theobald;7
Samwell-Tarly;Xhondo;18
Sandor-Clegane;Sansa-Stark;3
Sandor-Clegane;Thoros-of-Myr;3
Sandor-Clegane;Tickler;4
Sandor-Clegane;Timeon;4
Sandor-Clegane;Tyrion-Lannister;3
Sansa-Stark;Tyrion-Lannister;6
Sansa-Stark;Tywin-Lannister;3
Sansa-Stark;Yohn-Royce;3
Sarella-Sand;Tyene-Sand;3
Shae;Tyrion-Lannister;3
Shagwell;Timeon;6
Shagwell;Zollo;3
Stannis-Baratheon;Tommen-Baratheon;6
Stannis-Baratheon;Tyrion-Lannister;3
Stannis-Baratheon;Tywin-Lannister;4
Sylva-Santagar;Tyene-Sand;3
